GlobalEventID,actor_key,actor_name,month,article_actor_weight,conflict_relevance,event_context,event_modality,matched_actor_role,event_time_relation,any_matched_actor_mentioned,any_physical_violence_mentioned,any_fatalities_mentioned,any_injuries_mentioned,any_weapon_mentioned,physical_violence_occurred,fatalities_present,injuries_present,weapon_use_class,multiple_events_mentioned,main_story_confidence,date
1165705498,209,Hamas,2024-03,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,unclear,yes,yes,yes,unclear,mixed,yes,high,2024-03-24
1165706220,209,Hamas,2024-03,1.0,direct,CBT,realized,both,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,high,2024-03-24
1165706714,209,Hamas,2024-03,1.0,direct,CBT,realized,target,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,high,2024-03-24
1165712324,209,Hamas,2024-03,1.0,irrelevant,not_applicable,not_applicable,not_applicable,unclear,yes,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,unclear,unclear,2024-03-24
1165713056,209,Hamas,2024-03,1.0,direct,CBT,realized,both,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,high,2024-03-24
1165713664,209,Hamas,2024-03,1.0,direct,CBT,realized,both,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,medium,2024-03-24
1165713728,209,Hamas,2024-03,1.0,direct,CBT,realized,target,current_or_recent,yes,yes,yes,yes,yes,yes,no,yes,mixed,yes,medium,2024-03-24
1165716015,209,Hamas,2024-03,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,unclear,yes,yes,yes,unclear,salw,yes,high,2024-03-24
1165717849,209,Hamas,2024-03,1.0,background_or_context,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,no,no,no,no,no,none_used,yes,medium,2024-03-24
1165718361,209,Hamas,2024-03,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,no,no,no,no,no,no,no,none_used,yes,high,2024-03-24
1165720192,209,Hamas,2024-03,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,unclear,no,no,no,no,none_used,yes,medium,2024-03-24
1165722050,209,Hamas,2024-03,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,no,no,no,no,no,none_used,yes,high,2024-03-24
1165722054,209,Hamas,2024-03,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,no,no,no,no,no,no,no,none_used,yes,high,2024-03-24
1165726019,209,Hamas,2024-03,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,no,yes,yes,yes,no,mixed,yes,high,2024-03-24
1165726143,209,Hamas,2024-03,1.0,background_or_context,CIV,realized,mentioned_only,historical_background,yes,yes,yes,no,no,no,no,no,none_used,yes,high,2024-03-24
1165727782,209,Hamas,2024-03,1.0,direct,CBT,realized,both,current_or_recent,yes,yes,yes,no,yes,yes,yes,no,mixed,yes,high,2024-03-24
1165732198,209,Hamas,2024-03,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,unclear,no,unclear,no,no,no,none_used,yes,medium,2024-03-24
1165732328,209,Hamas,2024-03,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,no,no,no,no,no,no,no,none_used,yes,high,2024-03-24
1167025822,209,Hamas,2024-03,1.0,background_or_context,CIV,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,unclear,no,no,no,none_used,yes,high,2024-03-24
1165627247,303,Taleban,2024-03,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,yes,no,no,no,no,no,none_used,yes,medium,2024-03-24
1165632514,303,Taleban,2024-03,1.0,direct,CBT,realized,mentioned_only,current_or_recent,yes,yes,yes,unclear,yes,yes,yes,no,salw,yes,high,2024-03-24
1165640269,303,Taleban,2024-03,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,yes,no,no,no,no,no,none_used,yes,low,2024-03-24
1165678499,303,Taleban,2024-03,1.0,direct,CBT,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,medium,2024-03-24
1165686531,303,Taleban,2024-03,1.0,direct,OPR,realized,perpetrator,current_or_recent,yes,yes,no,no,yes,no,no,no,heavy,no,medium,2024-03-24
1165689236,303,Taleban,2024-03,1.0,direct,CBT,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,medium,2024-03-24
1165696365,303,Taleban,2024-03,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,no,unclear,yes,yes,no,unclear,yes,medium,2024-03-24
1165730054,303,Taleban,2024-03,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,unclear,no,yes,no,no,no,none_used,yes,medium,2024-03-24
1165731283,303,Taleban,2024-03,1.0,direct,CBT,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,unclear,yes,yes,yes,unclear,yes,high,2024-03-24
1165625886,group:farc_bloc,FARC / FARC dissidents,2024-03,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,no,yes,yes,yes,no,salw,yes,high,2024-03-24
1165736774,209,Hamas,2024-03,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,high,2024-03-25
1165738228,209,Hamas,2024-03,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,no,no,no,no,none_used,yes,high,2024-03-25
1165740399,209,Hamas,2024-03,1.0,direct,CBT,realized,perpetrator,historical_background,yes,yes,no,yes,no,yes,no,yes,unclear,yes,low,2024-03-25
1165742662,209,Hamas,2024-03,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,no,yes,yes,yes,unclear,yes,high,2024-03-25
1165746158,209,Hamas,2024-03,1.0,direct,PRO,realized,mentioned_only,current_or_recent,yes,yes,yes,no,yes,yes,no,no,salw,yes,medium,2024-03-25
1165749593,209,Hamas,2024-03,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,no,unclear,unclear,no,no,no,none_used,yes,medium,2024-03-25
1165753590,209,Hamas,2024-03,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,heavy,yes,medium,2024-03-25
1165754666,209,Hamas,2024-03,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,unclear,yes,yes,yes,no,mixed,yes,high,2024-03-25
1165756232,209,Hamas,2024-03,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,high,2024-03-25
1165757711,209,Hamas,2024-03,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,yes,yes,no,no,no,no,none_used,yes,medium,2024-03-25
1165759140,209,Hamas,2024-03,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,unclear,yes,yes,yes,no,heavy,yes,high,2024-03-25
1165759640,209,Hamas,2024-03,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,unclear,no,yes,yes,unclear,unclear,yes,medium,2024-03-25
1165759670,209,Hamas,2024-03,1.0,background_or_context,not_applicable,not_applicable,mentioned_only,current_or_recent,yes,yes,yes,no,unclear,not_applicable,not_applicable,not_applicable,not_applicable,yes,high,2024-03-25
1165760244,209,Hamas,2024-03,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,yes,yes,no,no,no,no,none_used,yes,high,2024-03-25
1165760800,209,Hamas,2024-03,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,no,yes,yes,no,no,mixed,yes,high,2024-03-25
1165765992,209,Hamas,2024-03,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,unclear,yes,yes,yes,unclear,mixed,yes,high,2024-03-25
1165778110,209,Hamas,2024-03,1.0,background_or_context,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,no,yes,no,no,no,none_used,yes,medium,2024-03-25
1165779267,209,Hamas,2024-03,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,no,no,no,no,no,none_used,yes,high,2024-03-25
1165781164,209,Hamas,2024-03,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,no,no,no,no,none_used,yes,high,2024-03-25
1165781426,209,Hamas,2024-03,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,no,unclear,no,no,no,none_used,yes,high,2024-03-25
1165782247,209,Hamas,2024-03,1.0,direct,CIV,realized,mentioned_only,current_or_recent,yes,yes,yes,unclear,yes,yes,yes,no,mixed,yes,medium,2024-03-25
1165782249,209,Hamas,2024-03,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,unclear,unclear,yes,yes,unclear,unclear,yes,low,2024-03-25
1165782251,209,Hamas,2024-03,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,unclear,no,yes,yes,unclear,unclear,yes,low,2024-03-25
1165783476,209,Hamas,2024-03,1.0,direct,POL,realized,both,current_or_recent,yes,no,no,no,no,no,no,no,none_used,yes,high,2024-03-25
1165787429,209,Hamas,2024-03,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,unclear,yes,yes,yes,unclear,heavy,yes,medium,2024-03-25
1165788358,209,Hamas,2024-03,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,unclear,yes,yes,yes,unclear,mixed,yes,low,2024-03-25
1165788359,209,Hamas,2024-03,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,no,yes,no,yes,no,yes,unclear,yes,medium,2024-03-25
1165789070,209,Hamas,2024-03,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,no,yes,no,no,no,none_used,yes,high,2024-03-25
1165789202,209,Hamas,2024-03,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,no,no,no,no,none_used,yes,medium,2024-03-25
1165789493,209,Hamas,2024-03,1.0,background_or_context,PRO,realized,mentioned_only,historical_background,yes,yes,yes,no,no,no,no,no,none_used,no,medium,2024-03-25
1165790582,209,Hamas,2024-03,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,no,no,no,no,no,no,no,none_used,yes,high,2024-03-25
1165791655,209,Hamas,2024-03,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,no,no,no,no,no,none_used,yes,high,2024-03-25
1165797328,209,Hamas,2024-03,1.0,direct,POL,realized,mentioned_only,historical_background,yes,yes,yes,unclear,no,no,no,no,none_used,yes,medium,2024-03-25
1165798535,209,Hamas,2024-03,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,yes,yes,no,no,no,no,none_used,yes,medium,2024-03-25
1165799404,209,Hamas,2024-03,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,unclear,yes,yes,yes,unclear,mixed,yes,medium,2024-03-25
1165803580,209,Hamas,2024-03,1.0,direct,CBT,realized,mentioned_only,current_or_recent,yes,yes,yes,no,unclear,yes,yes,no,unclear,yes,medium,2024-03-25
1165807739,209,Hamas,2024-03,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,yes,no,no,no,no,no,none_used,yes,high,2024-03-25
1165812732,209,Hamas,2024-03,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,yes,no,no,no,no,no,none_used,yes,medium,2024-03-25
1165815079,209,Hamas,2024-03,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,yes,no,no,no,no,no,none_used,yes,medium,2024-03-25
1165816329,209,Hamas,2024-03,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,no,no,no,no,no,no,no,none_used,yes,high,2024-03-25
1165817596,209,Hamas,2024-03,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,yes,no,no,no,no,no,none_used,yes,high,2024-03-25
1165821487,209,Hamas,2024-03,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,unclear,yes,yes,yes,no,mixed,yes,high,2024-03-25
1165821497,209,Hamas,2024-03,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,unclear,yes,no,no,no,none_used,yes,medium,2024-03-25
1165825207,209,Hamas,2024-03,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,unclear,yes,yes,yes,unclear,salw,yes,medium,2024-03-25
1165832811,209,Hamas,2024-03,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,no,no,no,no,no,no,none_used,yes,high,2024-03-25
1165834530,209,Hamas,2024-03,1.0,direct,CBT,realized,perpetrator,future_or_planned,yes,yes,unclear,no,no,unclear,unclear,no,unclear,yes,low,2024-03-25
1165834534,209,Hamas,2024-03,1.0,background_or_context,POL,realized,mentioned_only,current_or_recent,yes,no,no,no,no,no,no,no,none_used,no,low,2024-03-25
1165835452,209,Hamas,2024-03,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,yes,no,no,no,no,no,none_used,yes,high,2024-03-25
1165835959,209,Hamas,2024-03,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,heavy,yes,high,2024-03-25
1165837213,209,Hamas,2024-03,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,no,no,unclear,no,no,no,none_used,yes,medium,2024-03-25
1165838834,209,Hamas,2024-03,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,no,no,no,no,no,no,no,none_used,yes,low,2024-03-25
1165840358,209,Hamas,2024-03,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,high,2024-03-25
1165840363,209,Hamas,2024-03,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,yes,no,no,no,no,no,none_used,yes,low,2024-03-25
1165842603,209,Hamas,2024-03,1.0,direct,CBT,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,no,yes,yes,yes,none_used,yes,medium,2024-03-25
1165843006,209,Hamas,2024-03,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,no,no,yes,yes,no,no,heavy,no,high,2024-03-25
1165843009,209,Hamas,2024-03,1.0,direct,CBT,realized,perpetrator,historical_background,yes,yes,yes,yes,yes,yes,yes,yes,salw,yes,medium,2024-03-25
1165845156,209,Hamas,2024-03,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,no,yes,yes,yes,no,mixed,yes,medium,2024-03-25
1165848148,209,Hamas,2024-03,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,no,no,no,no,none_used,yes,medium,2024-03-25
1165850667,209,Hamas,2024-03,1.0,direct,CBT,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,no,yes,yes,yes,unclear,yes,high,2024-03-25
1165858538,209,Hamas,2024-03,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,no,no,no,no,no,no,none_used,yes,high,2024-03-25
1165861732,209,Hamas,2024-03,1.0,background_or_context,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,no,no,no,no,no,none_used,yes,high,2024-03-25
1165862902,209,Hamas,2024-03,1.0,direct,CBT,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,no,no,no,no,none_used,yes,low,2024-03-25
1165865746,209,Hamas,2024-03,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,no,yes,yes,yes,no,mixed,yes,medium,2024-03-25
1165865982,209,Hamas,2024-03,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,yes,unclear,unclear,no,no,no,none_used,yes,medium,2024-03-25
1165870052,209,Hamas,2024-03,1.0,direct,POL,realized,both,current_or_recent,yes,yes,yes,yes,unclear,no,no,no,none_used,yes,high,2024-03-25
1165871574,209,Hamas,2024-03,1.0,background_or_context,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,no,no,no,no,none_used,yes,high,2024-03-25
1165877809,209,Hamas,2024-03,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,no,no,no,no,no,no,no,none_used,yes,high,2024-03-25
1165878031,209,Hamas,2024-03,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,no,no,no,no,no,no,no,none_used,yes,high,2024-03-25
1165883707,209,Hamas,2024-03,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,no,no,no,no,no,none_used,yes,high,2024-03-25
1165883709,209,Hamas,2024-03,1.0,direct,POL,realized,mentioned_only,future_or_planned,yes,yes,yes,no,no,no,no,no,none_used,yes,high,2024-03-25
1165885924,209,Hamas,2024-03,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,yes,no,no,no,none_used,yes,high,2024-03-25
1165886297,209,Hamas,2024-03,1.0,background_or_context,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,no,no,no,no,no,none_used,yes,high,2024-03-25
1165889107,209,Hamas,2024-03,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,no,no,yes,no,no,no,none_used,yes,high,2024-03-25
1165889360,209,Hamas,2024-03,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,no,no,yes,yes,no,no,salw,yes,high,2024-03-25
1165894902,209,Hamas,2024-03,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,no,no,no,no,no,none_used,yes,high,2024-03-25
1165896077,209,Hamas,2024-03,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,unclear,yes,yes,yes,unclear,mixed,yes,high,2024-03-25
1165897831,209,Hamas,2024-03,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,no,yes,no,no,no,none_used,yes,medium,2024-03-25
1165897837,209,Hamas,2024-03,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,no,unclear,yes,yes,no,unclear,mixed,yes,high,2024-03-25
1165898587,209,Hamas,2024-03,1.0,direct,CBT,realized,mentioned_only,current_or_recent,no,yes,yes,unclear,unclear,yes,yes,unclear,unclear,yes,low,2024-03-25
1165900887,209,Hamas,2024-03,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,unclear,yes,yes,yes,unclear,salw,yes,high,2024-03-25
1165901825,209,Hamas,2024-03,1.0,direct,CBT,realized,mentioned_only,current_or_recent,yes,yes,no,unclear,no,yes,no,unclear,unclear,yes,medium,2024-03-25
1165903883,209,Hamas,2024-03,1.0,direct,POL,realized,target,current_or_recent,yes,no,no,no,no,no,no,no,none_used,yes,high,2024-03-25
1165904333,209,Hamas,2024-03,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,no,no,no,no,no,no,none_used,yes,high,2024-03-25
1165904746,209,Hamas,2024-03,1.0,background_or_context,POL,realized,mentioned_only,current_or_recent,yes,no,no,no,no,no,no,no,none_used,no,medium,2024-03-25
1165904749,209,Hamas,2024-03,1.0,irrelevant,not_applicable,not_applicable,not_applicable,unclear,yes,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,unclear,unclear,2024-03-25
1165905883,209,Hamas,2024-03,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,no,no,no,no,no,no,none_used,yes,medium,2024-03-25
1165905888,209,Hamas,2024-03,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,unclear,yes,yes,yes,unclear,mixed,yes,high,2024-03-25
1165906725,209,Hamas,2024-03,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,no,mixed,yes,medium,2024-03-25
1165906740,209,Hamas,2024-03,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,no,no,yes,yes,no,no,mixed,yes,medium,2024-03-25
1165911260,209,Hamas,2024-03,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,yes,no,no,no,none_used,yes,medium,2024-03-25
1165913529,209,Hamas,2024-03,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,no,no,no,no,no,none_used,yes,high,2024-03-25
1165914936,209,Hamas,2024-03,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,yes,no,yes,no,no,no,none_used,yes,medium,2024-03-25
1165915832,209,Hamas,2024-03,1.0,direct,CIV,realized,mentioned_only,current_or_recent,yes,yes,no,yes,yes,yes,no,yes,salw,no,high,2024-03-25
1165920076,209,Hamas,2024-03,1.0,direct,POL,realized,target,current_or_recent,yes,yes,yes,no,no,no,no,no,none_used,yes,medium,2024-03-25
1165921349,209,Hamas,2024-03,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,no,yes,no,no,no,no,none_used,yes,medium,2024-03-25
1165925676,209,Hamas,2024-03,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,no,no,yes,no,no,no,none_used,yes,high,2024-03-25
1165926608,209,Hamas,2024-03,1.0,direct,POL,realized,both,current_or_recent,yes,yes,yes,no,no,no,no,no,none_used,yes,medium,2024-03-25
1165931043,209,Hamas,2024-03,1.0,direct,POL,realized,both,current_or_recent,yes,yes,yes,yes,yes,no,no,no,none_used,yes,low,2024-03-25
1165931046,209,Hamas,2024-03,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,yes,no,no,no,none_used,yes,medium,2024-03-25
1165931966,209,Hamas,2024-03,1.0,direct,PRO,realized,mentioned_only,current_or_recent,yes,yes,yes,no,unclear,no,no,no,none_used,yes,medium,2024-03-25
1165932027,209,Hamas,2024-03,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,no,no,no,no,no,none_used,yes,high,2024-03-25
1165936134,209,Hamas,2024-03,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,yes,no,no,no,none_used,yes,high,2024-03-25
1165940110,209,Hamas,2024-03,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,no,no,no,no,no,none_used,yes,high,2024-03-25
1165941498,209,Hamas,2024-03,1.0,direct,CBT,realized,mentioned_only,historical_background,yes,yes,no,unclear,yes,yes,no,unclear,salw,yes,medium,2024-03-25
1166135853,209,Hamas,2024-03,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,unclear,yes,yes,yes,no,heavy,yes,high,2024-03-25
1166165499,209,Hamas,2024-03,1.0,direct,POL,realized,both,current_or_recent,yes,yes,yes,yes,yes,yes,no,no,salw,yes,low,2024-03-25
1167143436,209,Hamas,2024-03,1.0,direct,POL,realized,mentioned_only,future_or_planned,no,no,no,no,no,no,no,no,none_used,yes,medium,2024-03-25
1167189163,209,Hamas,2024-03,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,salw,yes,medium,2024-03-25
1165764802,303,Taleban,2024-03,1.0,background_or_context,POL,realized,mentioned_only,current_or_recent,yes,yes,unclear,unclear,no,no,no,no,none_used,yes,medium,2024-03-25
1165778691,303,Taleban,2024-03,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,high,2024-03-25
1165783820,303,Taleban,2024-03,1.0,background_or_context,not_applicable,not_applicable,mentioned_only,historical_background,yes,yes,yes,yes,yes,no,not_applicable,not_applicable,not_applicable,yes,low,2024-03-25
1165787839,303,Taleban,2024-03,1.0,background_or_context,not_applicable,not_applicable,mentioned_only,historical_background,yes,yes,yes,no,yes,no,no,no,not_applicable,yes,medium,2024-03-25
1165816879,303,Taleban,2024-03,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,yes,no,no,no,no,no,none_used,yes,high,2024-03-25
1165838192,303,Taleban,2024-03,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,no,yes,no,no,no,none_used,yes,medium,2024-03-25
1165840837,303,Taleban,2024-03,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,no,yes,yes,yes,no,salw,yes,medium,2024-03-25
1165856700,303,Taleban,2024-03,1.0,background_or_context,CBT,realized,mentioned_only,historical_background,yes,yes,yes,no,yes,no,no,no,none_used,yes,medium,2024-03-25
1165872723,303,Taleban,2024-03,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,yes,unclear,yes,no,no,no,none_used,yes,medium,2024-03-25
1165881066,303,Taleban,2024-03,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,medium,2024-03-25
1165894604,303,Taleban,2024-03,1.0,direct,CBT,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,no,no,no,no,unclear,yes,medium,2024-03-25
1165920448,303,Taleban,2024-03,1.0,background_or_context,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,unclear,no,no,no,no,none_used,yes,medium,2024-03-25
1165938956,303,Taleban,2024-03,1.0,background_or_context,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,no,unclear,no,no,no,none_used,yes,high,2024-03-25
1165760546,group:farc_bloc,FARC / FARC dissidents,2024-03,1.0,irrelevant,not_applicable,not_applicable,not_applicable,unclear,unclear,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,unclear,unclear,2024-03-25
1165943475,209,Hamas,2024-03,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,yes,no,no,no,no,no,none_used,yes,high,2024-03-26
1165946455,209,Hamas,2024-03,1.0,direct,CBT,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,no,yes,yes,yes,unclear,yes,high,2024-03-26
1165946642,209,Hamas,2024-03,1.0,direct,POL,realized,perpetrator,future_or_planned,yes,no,no,no,no,no,no,no,none_used,yes,high,2024-03-26
1165948789,209,Hamas,2024-03,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,no,no,no,no,no,none_used,yes,high,2024-03-26
1165952561,209,Hamas,2024-03,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,no,yes,no,no,no,none_used,yes,high,2024-03-26
1165954237,209,Hamas,2024-03,1.0,direct,PRO,realized,mentioned_only,current_or_recent,yes,yes,yes,no,no,no,no,no,none_used,yes,medium,2024-03-26
1165956756,209,Hamas,2024-03,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,yes,yes,unclear,no,no,no,none_used,yes,high,2024-03-26
1165959350,209,Hamas,2024-03,1.0,direct,POL,realized,both,current_or_recent,yes,yes,yes,unclear,yes,no,no,no,none_used,yes,medium,2024-03-26
1165964716,209,Hamas,2024-03,1.0,direct,CBT,realized,perpetrator,historical_background,yes,yes,no,unclear,yes,yes,no,unclear,mixed,yes,medium,2024-03-26
1165964720,209,Hamas,2024-03,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,unclear,no,yes,yes,unclear,no,mixed,yes,high,2024-03-26
1165965481,209,Hamas,2024-03,1.0,background_or_context,POL,realized,mentioned_only,current_or_recent,yes,yes,no,no,no,no,no,no,none_used,yes,high,2024-03-26
1165966401,209,Hamas,2024-03,1.0,direct,POL,realized,both,current_or_recent,yes,yes,no,no,no,no,no,no,none_used,yes,high,2024-03-26
1165967550,209,Hamas,2024-03,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,no,no,no,no,no,none_used,yes,high,2024-03-26
1165968374,209,Hamas,2024-03,1.0,background_or_context,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,no,no,no,no,no,none_used,yes,medium,2024-03-26
1165968613,209,Hamas,2024-03,1.0,background_or_context,POL,unclear,mentioned_only,historical_background,yes,yes,yes,no,no,no,no,no,none_used,yes,medium,2024-03-26
1165968617,209,Hamas,2024-03,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,yes,unclear,yes,no,no,no,none_used,yes,medium,2024-03-26
1165971322,209,Hamas,2024-03,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,unclear,no,no,no,no,none_used,yes,high,2024-03-26
