Assigned_Hiwi,Research_done,Selfcheck_done,Crosscheck_done,Government_side,Do_NSA_specific_research,NSA_UCDP_Name_short,NSA_Name_long,NSA_UCDP_ID,Earliest_year_of_NSA,Latest_year_of_NSA,UCDP_Conflict_ID,UCDP_Dyad_ID,Government_UCDP_ID,Total_battle_deaths_of_country,Total_battle_deaths_of_NSA,Total_bd_of_country_over_median,Order_of_groups_to_do,Comment_NSA_Data_Collection,NSA_Entries,NSA_Entries_Pistols,NSA_Entries_Rifles,NSA_Entries_Machine_guns,NSA_Entries_Heavy_machine_guns,NSA_Entries_Cannon,NSA_Entries_Mortars,NSA_Entries_Missiles,NSA_Entries_Explosives,NSA_Entries_Landmines,NSA_Entries_Tanks,NSA_Entries_Aircraft,NSA_Entries_Artillery,NSA_Entries_Armoured_vehicles,NSA_Entries_Ships
Hannes,yes,yes,yes,Government of Chad,yes,CNR,"Comité national de redressement, National Council for Recovery; Conseil national de redressement du Tchad/CNRT",447.0,1992.0,1994.0,288.0,612.0,87,8043.0,165.0,yes,266.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of Chad,yes,CSNPD,Committee of National Revival for Peace and Democracy,448.0,1992.0,1994.0,288.0,613.0,87,8043.0,163.0,yes,267.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of Chad,yes,FARF,Forces armées pour la République fédérale; Armed Forces of the Federal Republic,451.0,1997.0,1998.0,288.0,615.0,87,8043.0,92.0,yes,268.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of Chad,yes,FNT,"Front national tchadien, or Chad National Front; Front de libération du Ouaddai/Ouaddai Liberation Front, FLO",450.0,1992.0,1994.0,288.0,614.0,87,8043.0,81.0,yes,269.0,,5.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of Chad,yes,FPRN,Front populaire pour la renaissance nationale / Popular Front for National Renaissance,1112.0,2010.0,2010.0,288.0,622.0,87,8043.0,42.0,yes,270.0,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Hannes,yes,yes,yes,Government of Chad,yes,FUCD,"Front Uni pour le changement démocratique; United Front for Democratic Change; Rassemblement pour la Démocratie et la Liberté/RDL, Rally for Democray and Liberty",453.0,2005.0,2006.0,288.0,617.0,87,8043.0,979.0,yes,271.0,,4.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannes,no,no,no,Government of Chad,no,IS,,234.0,2004.0,2018.0,13640.0,14667.0,87,8043.0,127471.0,yes,272.0,,121.0,0.0,8.0,2.0,1.0,0.0,3.0,38.0,7.0,2.0,6.0,8.0,24.0,7.0,0.0
Hannes,yes,yes,yes,Government of Chad,yes,Islamic Legion,,442.0,1989.0,1990.0,288.0,606.0,87,8043.0,487.0,yes,273.0,,28.0,2.0,0.0,2.0,1.0,3.0,0.0,9.0,0.0,0.0,3.0,0.0,2.0,5.0,0.0
Hannes,yes,yes,yes,Government of Chad,yes,MDD,Mouvement pour la démocratie et le development / Movement for Democracy and Development,446.0,1991.0,1997.0,288.0,610.0,87,8043.0,830.0,yes,274.0,,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of Chad,yes,MDJT,Mouvement pour la démocratie et la justice au Tchad / Movement for Democracy and Justice in Chad,452.0,1999.0,2003.0,288.0,616.0,87,8043.0,1940.0,yes,275.0,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of Chad,yes,Military faction (forces of Maldoum Bada Abbas),,449.0,1991.0,1991.0,288.0,611.0,87,8043.0,43.0,yes,276.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of Chad,yes,MOSANAT,Mouvement pour le salut national du Tchad; Movement for the National Salvation of Chad,444.0,1989.0,1989.0,288.0,607.0,87,8043.0,50.0,yes,277.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of Chad,yes,MPS,Mouvement patriotique du salut / Patriotic Salvation Movement,445.0,1990.0,1990.0,288.0,609.0,87,8043.0,1100.0,yes,278.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Hannes,yes,yes,yes,Government of Chad,yes,RAFD,"Rassemblement des Forces démocratiques, Rally of Democratic Forces; Rassemblement des forces pour le changement/RFC, Rally of Forces for Change",454.0,2006.0,2006.0,288.0,618.0,87,8043.0,32.0,yes,279.0,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of Chad,yes,Revolutionary Forces of 1 April,,443.0,1989.0,1989.0,288.0,608.0,87,8043.0,30.0,yes,280.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of Chad,yes,UFDD,Union des Forces pour la Démocratie et le Développement; Union Force for Democracy and Development,456.0,2006.0,2007.0,288.0,619.0,87,8043.0,408.0,yes,281.0,,28.0,0.0,0.0,2.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0
Hannes,yes,yes,yes,Government of Chad,yes,UFR,"Union des Forces de la Résistance, or Union of Forces for the Resistance",1069.0,2009.0,2009.0,288.0,621.0,87,8043.0,131.0,yes,282.0,,16.0,0.0,1.0,3.0,1.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of Angola,yes,FLEC-FAC,Frente da Libertação do Enclave de Cabinda - Forças Armadas de Cabinda / Front for the Liberation of the Enclave of Cabinda - Armed Forces of Cabinda,541.0,1994.0,2017.0,387.0,832.0,99,30635.0,298.0,yes,283.0,,22.0,0.0,5.0,1.0,0.0,1.0,3.0,4.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0
Hannes,yes,yes,yes,Government of Angola,yes,FLEC-R,Frente da Libertação do Enclave de Cabinda – Renovada / Front for the Liberation of the Enclave of Cabinda – Renewed / Front for the Liberation of the Cabinda Enclave,540.0,1991.0,2002.0,387.0,831.0,99,30635.0,110.0,yes,284.0,,18.0,0.0,4.0,2.0,0.0,1.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of Angola,yes,UNITA,União Nacional para a Independência Total de Angola / National Union for the Total Independence of Angola,567.0,1989.0,2002.0,327.0,714.0,99,30635.0,30227.0,yes,285.0,,153.0,2.0,12.0,3.0,1.0,3.0,18.0,41.0,3.0,2.0,17.0,10.0,25.0,10.0,0.0
Hannes,yes,yes,yes,Government of Djibouti,yes,FRUD,Front pour la restauration de l’unité et de la démocratie / Front for the Restoration of Unity and Democracy,530.0,1991.0,1994.0,379.0,810.0,96,285.0,260.0,no,286.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of Djibouti,yes,FRUD-C,Front pour la restauration de l’unité et de la démocratie – Combattant / Front for the Restoration of Unity and Democracy – Combatant,531.0,1999.0,1999.0,379.0,811.0,96,285.0,25.0,no,287.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of Liberia,yes,INPFL,Independent National Patriotic Front of Liberia,508.0,1990.0,1990.0,341.0,760.0,79,3051.0,111.0,no,288.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of Liberia,yes,LURD,Liberians United for Reconciliation and Democracy,509.0,2000.0,2003.0,341.0,761.0,79,3051.0,2601.0,no,289.0,,57.0,1.0,16.0,10.0,3.0,0.0,14.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of Liberia,yes,MODEL,Movement for Democracy in Liberia,510.0,2003.0,2003.0,341.0,762.0,79,3051.0,76.0,no,290.0,,18.0,1.0,8.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of Liberia,yes,NPFL,National Patriotic Front of Liberia,507.0,1989.0,1990.0,341.0,759.0,79,3051.0,263.0,no,291.0,,59.0,2.0,10.0,3.0,0.0,1.0,9.0,16.0,1.0,1.0,1.0,0.0,6.0,3.0,0.0
Hannes,yes,yes,yes,Government of Guatemala,yes,URNG,Unidad Revolucionaria nacional guatemalteca / Guatemalan National Revolutionary Unity,732.0,1989.0,1995.0,233.0,469.0,11,426.0,426.0,no,292.0,,50.0,1.0,12.0,4.0,0.0,1.0,2.0,8.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of Central African Republic,yes,anti-Balaka,,4201.0,2013.0,2013.0,416.0,12380.0,86,974.0,260.0,no,293.0,,51.0,1.0,17.0,2.0,0.0,0.0,4.0,6.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of Central African Republic,yes,CPJP,Convention of Patriots for Justice and Peace / Convention des patriotes pour la justice et la paix,1053.0,2009.0,2011.0,416.0,876.0,86,974.0,97.0,no,294.0,,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of Central African Republic,yes,Forces of Francois Bozize,,553.0,2002.0,2002.0,416.0,874.0,86,974.0,131.0,no,295.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of Central African Republic,yes,Military faction (forces of Andr Kolingba),Military faction (forces of André Kolingba),552.0,2001.0,2001.0,416.0,873.0,86,974.0,234.0,no,296.0,,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of Central African Republic,yes,Seleka,Union of Democratic Forces for Unity,554.0,2006.0,2013.0,416.0,875.0,86,974.0,205.0,no,297.0,,57.0,2.0,12.0,6.0,4.0,0.0,3.0,15.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0
Hannes,yes,yes,yes,Government of Central African Republic,yes,UPC (Ali Darass Fulani supporters),Union pour la Paix en Centrafrique / Union for Peace in the Central African Republic,5999.0,2018.0,2018.0,416.0,15593.0,86,974.0,47.0,no,298.0,,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of Nicaragua,yes,Contras/FDN,Counterrevolutionaries,759.0,1989.0,1990.0,336.0,742.0,14,565.0,565.0,no,299.0,,20.0,0.0,3.0,4.0,0.0,0.0,4.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of Congo,yes,Cobras,,545.0,1997.0,1997.0,408.0,862.0,88,14227.0,10000.0,yes,300.0,,14.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Hannes,yes,yes,yes,Government of Congo,yes,Cocoyes,,547.0,1997.0,1999.0,408.0,863.0,88,14227.0,305.0,yes,301.0,,23.0,0.0,6.0,6.0,1.0,0.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of Congo,yes,Ninjas,,546.0,1993.0,1999.0,408.0,861.0,88,14227.0,179.0,yes,302.0,,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of Congo,yes,Ntsiloulous,Nsiloulous,548.0,1998.0,2016.0,408.0,864.0,88,14227.0,3743.0,yes,303.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of DR Congo (Zaire),yes,AFDL,Alliance des forces démocratiques pour la libération du Congo / Alliance of Democratic Forces for the Liberation of Congo,422.0,1996.0,1997.0,283.0,584.0,89,21927.0,5761.0,yes,304.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of DR Congo (Zaire),yes,APCLS,Alliance des patriotes pour un Congo libre et souverain / Alliance of the People for a Free and Sovereign Congo,1200.0,2013.0,2014.0,283.0,10509.0,89,21927.0,164.0,yes,305.0,,4.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of DR Congo (Zaire),yes,BDK,Bundu dia Kongo,561.0,2007.0,2017.0,429.0,894.0,89,21927.0,452.0,yes,306.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of DR Congo (Zaire),yes,CMC,Collectif des mouvements pour le changement / Coalition for movements of change,6920.0,2018.0,2018.0,283.0,15389.0,89,21927.0,38.0,yes,307.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of DR Congo (Zaire),yes,CNDP,Congrès National pour la Défense du Peuple / National Congress for the Defence of the People,426.0,2006.0,2008.0,283.0,588.0,89,21927.0,1184.0,yes,308.0,,27.0,1.0,5.0,4.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Hannes,yes,yes,yes,Government of DR Congo (Zaire),yes,CNPSC (Yakutumba),Coalition nationale du peuple pour la souveraineté du Congo / National Coalition of the People for the Sovereignty of the Congo,3043.0,2011.0,2018.0,283.0,11377.0,89,21927.0,662.0,yes,309.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of DR Congo (Zaire),yes,Forces of Paul Joseph Mukungubila,,4286.0,2013.0,2013.0,283.0,12463.0,89,21927.0,92.0,yes,310.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of DR Congo (Zaire),yes,Kamuina Nsapu,,6590.0,2016.0,2018.0,283.0,14929.0,89,21927.0,3499.0,yes,311.0,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of DR Congo (Zaire),yes,Kata Katanga,,3967.0,2013.0,2014.0,265.0,12009.0,89,21927.0,153.0,yes,312.0,,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of DR Congo (Zaire),yes,M23,March 23 Movement / Mouvement du 23-Mars,1160.0,2012.0,2017.0,283.0,11982.0,89,21927.0,1840.0,yes,313.0,,37.0,2.0,7.0,4.0,2.0,1.0,12.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Hannes,yes,yes,yes,Government of DR Congo (Zaire),yes,MLC,Mouvement pour la Libération du Congo / Movement for the Liberation of Congo,423.0,1998.0,2000.0,283.0,585.0,89,21927.0,2570.0,yes,314.0,,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of DR Congo (Zaire),yes,MNR,Mouvement National des Révolutionnaires / National Movement for the Revolution,6740.0,2017.0,2017.0,283.0,15135.0,89,21927.0,73.0,yes,315.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of DR Congo (Zaire),yes,RCD,The Rassemblement Congolais pour la Démocratie / Congolese Rally for Democracy,424.0,1998.0,2001.0,283.0,586.0,89,21927.0,5399.0,yes,316.0,,19.0,1.0,5.0,3.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0
Hannes,yes,yes,yes,Government of DR Congo (Zaire),yes,UPLC,Union des Patriotes pour la Libération du Congo / Union of Patriots for the Liberation of Congo,6894.0,2018.0,2018.0,283.0,15336.0,89,21927.0,40.0,yes,317.0,,4.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of Mali,yes,al-Murabitun,al-Murabitun / The Sentinel,4376.0,2014.0,2014.0,11347.0,12582.0,72,2972.0,48.0,no,318.0,,7.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of Mali,yes,Ansar Dine,Defenders of the Faith / Ansar al-Dine,1157.0,2012.0,2016.0,11347.0,11986.0,72,2972.0,299.0,no,319.0,,27.0,1.0,3.0,0.0,0.0,0.0,3.0,6.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0
Hannes,no,no,no,Government of Mali,no,AQIM,Qaida al-Jihad fi Bilad al-Maghrib al-Islami / al-Qaida Organisation in the Islamic Maghreb,539.0,1999.0,2018.0,11347.0,12575.0,72,2972.0,6734.0,no,320.0,,109.0,5.0,29.0,12.0,1.0,2.0,2.0,31.0,18.0,3.0,0.0,0.0,1.0,0.0,0.0
Hannes,yes,yes,yes,Government of Mali,yes,ATNMC,North Mali Tuareg Alliance for Change / Alliance Touareg Nord Mali pour le Changement,523.0,2007.0,2009.0,372.0,802.0,72,2972.0,190.0,no,321.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of Mali,yes,CMA,Coordination des Mouvements de l’Azawad /  Coordination of Azawad Movements,1158.0,2012.0,2015.0,372.0,11985.0,72,2972.0,279.0,no,322.0,,9.0,0.0,3.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of Mali,yes,FIAA,Front islamique arabe de l’Azaouad / Islamic Arab Front of Azawad,522.0,1994.0,1994.0,372.0,801.0,72,2972.0,106.0,no,323.0,,6.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of Mali,yes,FLM,Macina Liberation Front / Front de Libération du Macina,6267.0,2015.0,2015.0,13611.0,14610.0,72,2972.0,44.0,no,324.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannes,no,no,no,Government of Mali,no,IS,,234.0,2004.0,2018.0,14113.0,15259.0,72,2972.0,127471.0,no,325.0,,121.0,0.0,8.0,2.0,1.0,0.0,3.0,38.0,7.0,2.0,6.0,8.0,24.0,7.0,0.0
Hannes,yes,yes,yes,Government of Mali,yes,JNIM,Group for the Support of Islam and Muslims / Jamaat Nusrat al-Islam wal-Muslimin,6716.0,2017.0,2018.0,11347.0,15108.0,72,2972.0,681.0,no,326.0,,47.0,2.0,3.0,3.0,2.0,0.0,4.0,8.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of Mali,yes,Military faction (Red Berets),,1164.0,2012.0,2012.0,11347.0,11987.0,72,2972.0,27.0,no,327.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of Mali,yes,MPA,Mouvement populaire de l’Azaouad / Azawad Peoples Movement,521.0,1990.0,1990.0,372.0,800.0,72,2972.0,203.0,no,328.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of Mali,yes,MUJAO,"Mouvement pour le Tawhîd et du Jihad en Afrique de l'Ouest / Group Committed to Propagating the Prophet's Teachings and Jihad, Movement for Oneness and Jihad in West Africa",1161.0,2012.0,2013.0,11347.0,12571.0,72,2972.0,358.0,no,329.0,,38.0,0.0,5.0,1.0,8.0,0.0,2.0,7.0,6.0,4.0,0.0,0.0,0.0,3.0,0.0
Hannes,yes,yes,yes,Government of Mali,yes,Signed-in-Blood Battalion,Signed-in-Blood Battalion / al-Mouwakoune Bi-Dima,3481.0,2013.0,2013.0,11347.0,12578.0,72,2972.0,68.0,no,330.0,,9.0,0.0,3.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of Sierra Leone,yes,AFRC,Armed Forces Revolutionary Council,533.0,1997.0,1999.0,382.0,819.0,80,11473.0,4833.0,yes,331.0,,14.0,0.0,4.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Hannes,yes,yes,yes,Government of Sierra Leone,yes,Kamajors,,534.0,1997.0,1998.0,382.0,820.0,80,11473.0,1052.0,yes,332.0,,30.0,0.0,13.0,3.0,1.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of Sierra Leone,yes,RUF,Revolutionary United Front,532.0,1991.0,2001.0,382.0,818.0,80,11473.0,5561.0,yes,333.0,,116.0,9.0,26.0,15.0,3.0,1.0,12.0,21.0,3.0,0.0,1.0,0.0,3.0,9.0,0.0
Hannes,yes,yes,yes,Government of Sierra Leone,yes,WSB,West Side Boys / West Side Niggaz / West Side Junglers,535.0,2000.0,2000.0,382.0,821.0,80,11473.0,27.0,yes,334.0,,20.0,1.0,3.0,2.0,3.0,0.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of Ethiopia,yes,AIAI,Islamic Unity / al-Itahad al-Islami,542.0,1993.0,1999.0,329.0,718.0,97,89181.0,247.0,yes,335.0,,13.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of Ethiopia,yes,ARDUF,Afar Revolutionary Democratic Unity Front,520.0,1996.0,1996.0,363.0,791.0,97,89181.0,25.0,yes,336.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,no,Government of Ethiopia,yes,EPLF,Eritrean People’s Liberation Front,416.0,1989.0,1991.0,275.0,571.0,97,89181.0,43470.0,yes,337.0,,67.0,2.0,9.0,6.0,1.0,0.0,1.0,11.0,1.0,2.0,14.0,0.0,3.0,2.0,0.0
Hannes,yes,yes,yes,Government of Ethiopia,yes,EPRDF,Ethiopian People’s Revolutionary Democratic Front,414.0,1989.0,1991.0,267.0,558.0,97,89181.0,41269.0,yes,338.0,,76.0,1.0,5.0,4.0,0.0,4.0,10.0,10.0,1.0,0.0,9.0,0.0,12.0,2.0,0.0
Hannes,yes,yes,yes,Government of Ethiopia,yes,IGLF,Issa and Gurgura Liberation Front,1115.0,1991.0,1991.0,11447.0,10006.0,97,89181.0,100.0,yes,339.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of Ethiopia,yes,Military faction (forces of Amsha Desta and Merid Negusie),,413.0,1989.0,1989.0,267.0,559.0,97,89181.0,37.0,yes,340.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of Ethiopia,yes,Military faction (Harar garrison),Forces of Harar garrison,1215.0,1991.0,1991.0,267.0,12104.0,97,89181.0,602.0,yes,341.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of Ethiopia,yes,OLF,Oromo Liberation Front,551.0,1989.0,2016.0,413.0,869.0,97,89181.0,2145.0,yes,342.0,,65.0,1.0,17.0,12.0,0.0,0.0,0.0,5.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of Ethiopia,yes,ONLF,Ogaden National Liberation Front,497.0,1994.0,2016.0,329.0,719.0,97,89181.0,1286.0,yes,343.0,,18.0,1.0,6.0,3.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of Haiti,yes,FLRN,National Front for the Liberation of Haiti / Front pour la Liberación et la Reconstruction Nationales,765.0,2004.0,2004.0,381.0,816.0,6,415.0,146.0,no,344.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of Haiti,yes,Military faction (forces of Himmler Rebu and Guy Francois),,763.0,1989.0,1989.0,381.0,814.0,6,415.0,48.0,no,345.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of Haiti,yes,Military faction (forces of Raol Cdras),,764.0,1991.0,1991.0,381.0,815.0,6,415.0,160.0,no,346.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of Haiti,yes,OP Lavalas (Chimres),Organisations Populaires Lavalas / Popular Organisations Lavalas,766.0,2004.0,2004.0,381.0,817.0,6,415.0,61.0,no,347.0,,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of Mexico,yes,EPR,Popular Revolutionary Army / Ejercito Popular Revolucionario,768.0,1996.0,1996.0,400.0,851.0,10,182.0,37.0,no,348.0,,36.0,6.0,16.0,3.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of Mexico,yes,EZLN,Zapatista National Liberation Army / Ejército Zapatista de liberación nacional,767.0,1994.0,1994.0,400.0,850.0,10,182.0,145.0,no,349.0,,34.0,7.0,11.0,3.0,0.0,0.0,1.0,3.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
Hannes,yes,yes,yes,Government of El Salvador,yes,FMLN,Frente farabundo Marti para la liberación nacional /  Farabundo Marti Front for National Liberation,755.0,1989.0,1991.0,316.0,697.0,13,5861.0,5861.0,yes,350.0,,52.0,1.0,12.0,2.0,0.0,0.0,2.0,26.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
